bom_style,mapped_to,match_type
C1B3308/2,C1B3308,base_code
CF5411/0,CF5411,base_code
C1B3634/1,C1B3634,base_code
BK 8463/J,,unmapped
CF5471/0,CF5471,base_code
CF1099/0,CF1099,base_code
CF5494/0,CF5494,base_code
37386N1-2/B015,,unmapped
FLF500/30PDC,,unmapped
C1B4786A/1,,unmapped
CF5104/0,CF5104,base_code
1540009/5254I,,unmapped
CF5312-EOF/0,CF5312-EOF,base_code
CF1079/0,CF1079,base_code
C1B3795/1,C1B3795,base_code
BK 8458/0,,unmapped
CT2529/1,,unmapped
CT2275/TT1A,CT2275,base_code
CEE3202/1GX,CEE3202,base_code
FF78/011,,unmapped
CF1091/0,CF1091,base_code
C1B4277/1,C1B4277,base_code
CT2633/1,,unmapped
FF 20000/G,FF20000,base_code
C0354F/0,,unmapped
12635/01AK,,unmapped
CF5255/0,,unmapped
CT22108/1S,CT22108,base_code
CT2806/1,CT2806,base_code
C1B4125A/1DD,C1B4125A,base_code
FLF400/C,,unmapped
CT2936/1TK,CT2936,base_code
CT2381/0,,unmapped
C1B4105A/1,C1B4105A,base_code
C1B4798A/1,C1B4798A,base_code
CT2428/1,,unmapped
C1B4628A/1,C1B4628A,base_code
CT2680/2,CT2680,base_code
C952/07,,unmapped
107714/3001A,,unmapped
CEE4618A/1,CEE4618A,base_code
CT2391/1,,unmapped
BK 6664/0,,unmapped
C2B3222/2,C2B3222,base_code
DC3373/T499F,,unmapped
C1B3203/YARN TRIAL,C1B3203,base_code
C1B4154A/1,C1B4154A,base_code
CF5042/1A,CF5042,base_code
CT2436/1,CT2436,base_code
C993/01,,unmapped
C1B4031/1,C1B4031,base_code
C1B4151A/1,C1B4151A,base_code
CEE4444/2,CEE4444,base_code
C1B3799/2U,C1B3799,base_code
CT22108/2D,CT22108,base_code
CT1377/2,CT1377,base_code
CT2827/2,CT2827,base_code
AM0037/T,,unmapped
191381/01,,unmapped
CT2686/TT2S,CT2686,base_code
CT2782/2,CT2782,base_code
C2B4197/1BKT,,unmapped
BK 8267/0,,unmapped
CEE4465A/1,CEE4465A,base_code
CT2371/1,,unmapped
BK 8351/1,,unmapped
C1B4146A/1,C1B4146A,base_code
BK 8488/0,,unmapped
FF 10008/0010C,FF10008,base_code
C1B3598/1,C1B3598,base_code
C5T3394/TT1,C5T3394,base_code
751SM0780/2,751SM0780,base_code
DC3617/T499P,,unmapped
CMJ3177/2P,CMJ3177,base_code
CF5100/1,,unmapped
BK 6159/AF,,unmapped
GG6025/NA,GG6025,base_code
C2B3132/1,,unmapped
C1B4313A/3RECU,C1B4313A,base_code
C1B3640/4,C1B3640,base_code
CT2918/1P,CT2918,base_code
C1B4125A/1B,C1B4125A,base_code
CF5148/0,CF5148,base_code
CF5188/0,CF5188,base_code
RIOSTR-330/1,,unmapped
DC3995/0,,unmapped
CT2516/3,,unmapped
CT2543/1,CT2543,base_code
CT4549/1,CT4549,base_code
CT2601/1,,unmapped
BK 8458/B,,unmapped
CT3151/CTT1,CT3151,base_code
CF5070/0,CF5070,base_code
C1B3864/1,C1B3864,base_code
C1B2976/5,,unmapped
CF5426-72/0,CF5426-72,base_code
EXP2336/B,,unmapped
C4T3741/EFP2,C4T3741,base_code
CF5404/0,CF5404,base_code
CT2155/1UU,CT2155,base_code
