Document,Invoice Date,Customer,fStyle#,Yds_ordered,UOM,Unit Price,Line Price,1st Invoice,Sales Rep,Commission,Selling Co,PO#
S2505372,05-27-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009485,Julia Dibrell,,CT,L8037-073
S2505358,05-27-25,Serta Simmons Bedding Company,50000175,46,yds, $5.68 , $259.01 ,INV0009490,Julia Dibrell,,CT,L8349-046
S2505375,05-27-25,Serta Simmons Bedding Company,70005413,137,yds, $5.69 , $777.82 ,INV0009492,Julia Dibrell,,CT,L8308-143
S2505369,05-27-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $263.45 ,INV0009485,Julia Dibrell,,CT,L8037-073
S2505363,05-27-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009487,Julia Dibrell,,CT,L8348-059
S2505361,05-27-25,Serta Simmons Bedding Company,70005413,90,yds, $5.69 , $514.38 ,INV0009487,Julia Dibrell,,CT,L8348-059
S2505371,05-27-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $234.85 ,INV0009485,Julia Dibrell,,CT,L8037-073
S2505362,05-27-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009487,Julia Dibrell,,CT,L8348-059
S2505364,05-27-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.39 ,INV0009487,Julia Dibrell,,CT,L8348-059
S2505393,05-28-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $258.89 ,INV0009506,Julia Dibrell,,CT,L8307-074
S2505401,05-28-25,Serta Simmons Bedding Company,70005413,136,yds, $5.69 , $774.98 ,INV0009511,Julia Dibrell,,CT,L8462-046
S2505337,05-28-25,Southerland Inc,C1B3225-1,352,yds, $13.85 ," $4,868.27 ",INV0009501,Julia Dibrell,,CT,36113
S2505400,05-28-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $515.51 ,INV0009509,Julia Dibrell,,CT,L8265-063
S2505397,05-28-25,Serta Simmons Bedding Company,70005413,43,yds, $5.69 , $244.67 ,INV0009510,Julia Dibrell,,CT,L8307-073
S2505402,05-28-25,Serta Simmons Bedding Company,70005413,159,yds, $5.69 , $902.43 ,INV0009507,Julia Dibrell,,CT,L8306-049
S2505406,05-28-25,Serta Simmons Bedding Company,700094134,62,yds, $3.85 , $237.93 ,INV0009508,Julia Dibrell,,CT,L8308-144
S2505389,05-28-25,Serta Simmons Bedding Company,50000173,46,yds, $3.66 , $166.90 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505384,05-28-25,Serta Simmons Bedding Company,700094133,132,yds, $3.50 , $461.30 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505404,05-28-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009507,Julia Dibrell,,CT,L8306-049
S2505380,05-28-25,Paramount Industrial Co Inc,CT3085-1FI,203,yds, $4.25 , $864.03 ,INV0009505,House,,CT,B716-008
S2505340,05-28-25,Southerland Inc,C1B3402-1,142,yds, $14.97 ," $2,125.74 ",INV0009500,Julia Dibrell,,CT,36024
S2505339,05-28-25,Southerland Inc,CT2266-TT1,351,yds, $9.00 ," $3,156.30 ",INV0009500,Julia Dibrell,,CT,36024
S2505394,05-28-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.60 ,INV0009510,Julia Dibrell,,CT,L8307-073
S2505416,05-28-25,Serta Simmons Bedding Company,50000173,45,yds, $3.66 , $165.43 ,INV0009512,Julia Dibrell,,CT,L8349-047
S2505399,05-28-25,Serta Simmons Bedding Company,50000183,125,yds, $5.48 , $683.90 ,INV0009509,Julia Dibrell,,CT,L8265-063
S2505395,05-28-25,Serta Simmons Bedding Company,700094134,62,yds, $3.85 , $238.70 ,INV0009510,Julia Dibrell,,CT,L8307-073
S2505341,05-28-25,Southerland Inc,CEE3466-1,127,yds, $16.85 ," $2,145.01 ",INV0009500,Julia Dibrell,,CT,36024
S2505338,05-28-25,Southerland Inc,C1B4338-1,56,yds, $13.50 , $761.40 ,INV0009500,Julia Dibrell,,CT,36024
S2505385,05-28-25,Serta Simmons Bedding Company,50000175,40,yds, $5.68 , $227.20 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505391,05-28-25,Serta Simmons Bedding Company,700094134,61,yds, $3.85 , $233.70 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505336,05-28-25,Southerland Inc,C1B4338-1,153,yds, $13.38 ," $2,040.45 ",INV0009501,Julia Dibrell,,CT,36113
S2505386,05-28-25,Serta Simmons Bedding Company,50000182,51,yds, $4.99 , $253.49 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505387,05-28-25,Serta Simmons Bedding Company,50000183,102,yds, $5.48 , $557.32 ,INV0009504,Julia Dibrell,,CT,L8269-049
S2505403,05-28-25,Serta Simmons Bedding Company,700094134,63,yds, $3.85 , $243.32 ,INV0009507,Julia Dibrell,,CT,L8306-049
S2505417,05-28-25,Serta Simmons Bedding Company,50000183,121,yds, $5.48 , $665.27 ,INV0009512,Julia Dibrell,,CT,L8349-047
S2505405,05-28-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.79 ,INV0009508,Julia Dibrell,,CT,L8308-144
S2505390,05-28-25,Serta Simmons Bedding Company,70005413,439,yds, $5.69 ," $2,498.48 ",INV0009504,Julia Dibrell,,CT,L8269-049
S2505398,05-28-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.09 ,INV0009509,Julia Dibrell,,CT,L8265-063
S2505441,05-29-25,Serta Simmons Bedding Company,50000183,111,yds, $5.48 , $609.38 ,INV0009514,Julia Dibrell,,CT,L8462-047
S2505374,05-29-25,Prana Sleep,C1B4544-1,807,yds, $13.25 ," $10,696.72 ",INV0009521,Camilla Franklin,,CT,240-010
S2505407,05-29-25,BROOKLYN BEDDING,C1B3194-1,429,yds, $3.98 ," $1,708.22 ",INV0009516,Camilla Franklin,,CT,37938
S2505410,05-29-25,BROOKLYN BEDDING,CEE4317-1FI,310,yds, $8.75 ," $2,710.75 ",INV0009516,Camilla Franklin,,CT,37938
S2505409,05-29-25,BROOKLYN BEDDING,CEE4208-1,107,yds, $12.50 ," $1,337.50 ",INV0009516,Camilla Franklin,,CT,37938
S2505452,05-29-25,Serta Simmons Bedding Company,50000182,46,yds, $4.99 , $227.05 ,INV0009520,Julia Dibrell,,CT,L8349-049
S2505421,05-29-25,Serta Simmons Bedding Company,50000182,44,yds, $4.99 , $218.56 ,INV0009517,Julia Dibrell,,CT,L8263-030
S2505420,05-29-25,Serta Simmons Bedding Company,50000183,56,yds, $5.48 , $304.14 ,INV0009517,Julia Dibrell,,CT,L8263-030
S2505442,05-29-25,Serta Simmons Bedding Company,70005413,228,yds, $5.69 ," $1,296.18 ",INV0009514,Julia Dibrell,,CT,L8462-047
S2505418,05-29-25,Prana Sleep,C1B3987-1,1021,yds, $13.75 ," $14,031.88 ",INV0009522,Camilla Franklin,,CT,232-045
S2505432,05-29-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.77 ,INV0009518,Julia Dibrell,,CT,L8348-060
S2505435,05-29-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $260.03 ,INV0009515,Julia Dibrell,,CT,L8308-145
S2505444,05-29-25,Pleasant Mattress Inc.,C1B4014-1,429,yds, $10.45 ," $4,483.05 ",INV0009513,Julia Dibrell,,CT,151881
S2505430,05-29-25,Serta Simmons Bedding Company,70005413,47,yds, $5.69 , $268.57 ,INV0009518,Julia Dibrell,,CT,L8348-060
S2505431,05-29-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $230.30 ,INV0009518,Julia Dibrell,,CT,L8348-060
S2505429,05-29-25,Serta Simmons Bedding Company,50000183,43,yds, $5.48 , $235.64 ,INV0009519,Julia Dibrell,,CT,L8262-061
S2505437,05-29-25,Serta Simmons Bedding Company,50000173,59,yds, $3.66 , $215.21 ,INV0009515,Julia Dibrell,,CT,L8308-145
S2505408,05-29-25,BROOKLYN BEDDING,C2B4196-1,122,yds, $12.25 ," $1,490.83 ",INV0009516,Camilla Franklin,,CT,37938
S2505422,05-29-25,Serta Simmons Bedding Company,700094134,63,yds, $3.85 , $242.55 ,INV0009517,Julia Dibrell,,CT,L8263-030
S2505439,05-29-25,Serta Simmons Bedding Company,50000183,121,yds, $5.48 , $665.27 ,INV0009515,Julia Dibrell,,CT,L8308-145
S2505419,05-29-25,Serta Simmons Bedding Company,70005413,500,yds, $5.69 ," $2,843.86 ",INV0009517,Julia Dibrell,,CT,L8263-030
S2505302,05-30-25,Serta Simmons Bedding Company,50000174,50,yds, $4.07 , $203.50 ,INV0009532,Julia Dibrell,,CT,L8265-061
S2505457,05-30-25,Paramount Industrial Co Inc,CT2155-1,497,yds, $1.33 , $661.01 ,INV0009526,House,,CT,40942
S2505489,05-30-25,Solstice Sleep Products Inc,DIANA,108,yds, $11.50 ," $1,242.00 ",INV0009523,Julia Dibrell,,CT,P683-002
S2505467,05-30-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $515.51 ,INV0009530,Julia Dibrell,,CT,L8314-049
S2505483,05-30-25,Serta Simmons Bedding Company,70005413,137,yds, $5.69 , $776.68 ,INV0009532,Julia Dibrell,,CT,L8265-064
S2505197,05-30-25,Brentwood / Silver Rest,C1B4654-1SC,5792,yds, $11.00 ," $63,710.90 ",INV0009524,Tim Scorziell,2,CT,65640
S2505479,05-30-25,Serta Simmons Bedding Company,50000174,50,yds, $4.07 , $203.50 ,INV0009533,Julia Dibrell,,CT,L8308-146
S2505474,05-30-25,Serta Simmons Bedding Company,700094133,64,yds, $3.50 , $225.40 ,INV0009529,Julia Dibrell,,CT,L8307-075
S2505447,05-30-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009535,Julia Dibrell,,CT,L8346-045
S2505388,05-30-25,Serta Simmons Bedding Company,50000174,101,yds, $4.07 , $411.88 ,INV0009528,Julia Dibrell,,CT,L8269-049
S2505484,05-30-25,Serta Mattress Co,50000183,221,yds, $5.48 ," $1,211.63 ",INV0009534,Julia Dibrell,,CT,556-001
S2505436,05-30-25,Serta Simmons Bedding Company,50000174,101,yds, $4.07 , $409.44 ,INV0009533,Julia Dibrell,,CT,L8308-145
S2505486,05-30-25,Paramount Industrial Co Inc,C1B3195-1,107,yds, $11.04 ," $1,180.18 ",INV0009526,House,,CT,B712-003
S2505481,05-30-25,Serta Simmons Bedding Company,50000175,42,yds, $5.68 , $238.56 ,INV0009533,Julia Dibrell,,CT,L8308-146
S2505464,05-30-25,Serta Simmons Bedding Company,50000173,45,yds, $3.66 , $165.80 ,INV0009531,Julia Dibrell,,CT,L8309-064
S2505462,05-30-25,Serta Simmons Bedding Company,700094134,60,yds, $3.85 , $231.77 ,INV0009531,Julia Dibrell,,CT,L8309-064
S2505468,05-30-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $230.65 ,INV0009530,Julia Dibrell,,CT,L8314-049
S2505465,05-30-25,Serta Simmons Bedding Company,70005413,182,yds, $5.69 ," $1,036.72 ",INV0009531,Julia Dibrell,,CT,L8309-064
S2505345,05-30-25,Serta Simmons Bedding Company,50000174,101,yds, $4.07 , $412.29 ,INV0009530,Julia Dibrell,,CT,L8314-048
S2505449,05-30-25,Serta Simmons Bedding Company,50000183,88,yds, $5.48 , $482.24 ,INV0009536,Julia Dibrell,,CT,L8349-048
S2505450,05-30-25,Serta Simmons Bedding Company,70005413,136,yds, $5.69 , $775.55 ,INV0009536,Julia Dibrell,,CT,L8349-048
S2505209,05-30-25,Serta Simmons Bedding Company,50000174,74,yds, $4.07 , $300.77 ,INV0009527,Julia Dibrell,,CT,L8348-058
S2505480,05-30-25,Serta Simmons Bedding Company,70005413,43,yds, $5.69 , $242.96 ,INV0009533,Julia Dibrell,,CT,L8308-146
S2505469,05-30-25,Serta Simmons Bedding Company,50000183,86,yds, $5.48 , $470.18 ,INV0009530,Julia Dibrell,,CT,L8314-049
S2505448,05-30-25,Serta Simmons Bedding Company,70005413,217,yds, $5.69 ," $1,235.30 ",INV0009535,Julia Dibrell,,CT,L8346-045
S2505466,05-30-25,Serta Simmons Bedding Company,700094133,70,yds, $3.50 , $246.40 ,INV0009531,Julia Dibrell,,CT,L8309-064
S2505392,05-30-25,Serta Simmons Bedding Company,50000174,50,yds, $4.07 , $204.72 ,INV0009529,Julia Dibrell,,CT,L8307-074
S2505473,05-30-25,Serta Simmons Bedding Company,70005413,73,yds, $5.69 , $415.37 ,INV0009529,Julia Dibrell,,CT,L8307-075
S2505463,05-30-25,Serta Simmons Bedding Company,50000174,101,yds, $4.07 , $409.04 ,INV0009531,Julia Dibrell,,CT,L8309-064
S2505496,06-02-25,Serta Simmons Bedding Company,50000183,106,yds, $5.48 , $581.98 ,INV0009538,Julia Dibrell,,CT,L8348-061
S2505487,06-02-25,Hemingway Sewing Solutions,CEE2839-1,397,each, $23.62 ," $9,377.14 ",INV0009544,House,,CT,Purple
S2505501,06-02-25,Serta Simmons Bedding Company,70005413,45,yds, $5.69 , $257.76 ,INV0009540,Julia Dibrell,,CT,L8308-147
S2505498,06-02-25,Tempur Sealy,CT2155-1,164,yds, $1.61 , $264.04 ,INV0009537,House,,CT,PUR-2025-10448
S2506006,06-02-25,Serta Simmons Bedding Company,50000182,81,yds, $4.99 , $402.19 ,INV0009545,Julia Dibrell,,CT,L8348-062
S2505503,06-02-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $204.59 ,INV0009540,Julia Dibrell,,CT,L8308-147
S2505491,06-02-25,Serta Simmons Bedding Company,70005413,45,yds, $5.69 , $258.33 ,INV0009539,Julia Dibrell,,CT,L8346-046
S2505440,06-02-25,Serta Simmons Bedding Company,50000174,51,yds, $4.07 , $205.54 ,INV0009542,Julia Dibrell,,CT,L8462-047
S2505490,06-02-25,Serta Simmons Bedding Company,700094134,63,yds, $3.85 , $242.55 ,INV0009539,Julia Dibrell,,CT,L8346-046
S2505495,06-02-25,Serta Simmons Bedding Company,50000182,50,yds, $4.99 , $247.01 ,INV0009538,Julia Dibrell,,CT,L8348-061
S2505502,06-02-25,Serta Simmons Bedding Company,700094133,66,yds, $3.50 , $229.95 ,INV0009540,Julia Dibrell,,CT,L8308-147
S2505493,06-02-25,Serta Simmons Bedding Company,50000173,91,yds, $3.66 , $331.23 ,INV0009538,Julia Dibrell,,CT,L8348-061
S2505494,06-02-25,Serta Simmons Bedding Company,70005413,137,yds, $5.69 , $778.39 ,INV0009538,Julia Dibrell,,CT,L8348-061
S2505499,06-02-25,Serta Simmons Bedding Company,700094134,63,yds, $3.85 , $243.70 ,INV0009543,Julia Dibrell,,CT,L8265-065
S2505497,06-02-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $259.46 ,INV0009541,Julia Dibrell,,CT,L8262-062
S2506040,06-03-25,Serta Simmons Bedding Company,70005413,48,yds, $5.69 , $272.55 ,INV0009548,Julia Dibrell,,CT,L8263-032
S2506025,06-03-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.09 ,INV0009550,Julia Dibrell,,CT,L8265-066
S2506011,06-03-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $517.22 ,INV0009553,Julia Dibrell,,CT,L8307-076
S2506003,06-03-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $250.25 ,INV0009554,Julia Dibrell,,CT,L8269-050
S2506004,06-03-25,Serta Simmons Bedding Company,70005413,460,yds, $5.69 ," $2,619.11 ",INV0009554,Julia Dibrell,,CT,L8269-050
S2506013,06-03-25,Serta Simmons Bedding Company,70005413,501,yds, $5.69 ," $2,852.97 ",INV0009552,Julia Dibrell,,CT,L8306-050
S2506009,06-03-25,Serta OKC,50000182,103,yds, $4.99 , $514.97 ,INV0009551,Julia Dibrell,,CT,22846
S2506014,06-03-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $263.55 ,INV0009552,Julia Dibrell,,CT,L8306-050
S2506005,06-03-25,KING KOIL MANUFACTURING WEST,CT2155-1,2017,yds, $1.33 ," $2,682.61 ",INV0009549,Julia Dibrell,,CT,27609
S2506015,06-03-25,Serta Simmons Bedding Company,700094134,63,yds, $3.85 , $244.09 ,INV0009552,Julia Dibrell,,CT,L8306-050
S2506012,06-03-25,Serta Simmons Bedding Company,50000175,77,yds, $5.68 , $437.93 ,INV0009553,Julia Dibrell,,CT,L8307-076
S2506007,06-03-25,Serta Simmons Bedding Company,50000183,40,yds, $5.48 , $220.84 ,INV0009547,Julia Dibrell,,CT,L8263-031
S2505492,06-04-25,Serta MD,50000183,68,yds, $5.48 , $372.09 ,INV0009557,Julia Dibrell,,CT,97706
S2505459,06-04-25,Southerland Inc,C1B3199-1,138,yds, $14.99 ," $2,070.12 ",INV0009569,Julia Dibrell,,CT,38305
S2505460,06-04-25,Southerland Inc,C1B3912-1FS,220,yds, $13.50 ," $2,971.35 ",INV0009569,Julia Dibrell,,CT,38305
S2506055,06-04-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009568,Julia Dibrell,,CT,L8349-050
S2506057,06-04-25,Serta Mattress Co,50000175,41,yds, $5.60 , $227.92 ,INV0009564,Julia Dibrell,,CT,556-002
S2506031,06-04-25,Serta Simmons Bedding Company,50000182,85,yds, $4.99 , $422.15 ,INV0009561,Julia Dibrell,,CT,L8346-047
S2506044,06-04-25,Serta Simmons Bedding Company,50000183,80,yds, $5.48 , $439.50 ,INV0009566,Julia Dibrell,,CT,881183
S2506045,06-04-25,Serta Simmons Bedding Company,70005413,40,yds, $5.69 , $229.88 ,INV0009562,Julia Dibrell,,CT,L8265-067
S2506038,06-04-25,Serta Simmons Bedding Company,70005413,34,yds, $5.69 , $195.74 ,INV0009560,Julia Dibrell,,CT,L8262-063
S2506041,06-04-25,MIDWEST SLEEP,CEE3837-1,137,yds, $13.50 ," $1,844.10 ",INV0009570,Julia Dibrell,,CT,25-00175
S2506037,06-04-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $263.20 ,INV0009560,Julia Dibrell,,CT,L8262-063
S2505461,06-04-25,Southerland Inc,C1B3225-1,304,yds, $13.85 ," $4,209.01 ",INV0009569,Julia Dibrell,,CT,38305
S2506030,06-04-25,Serta Simmons Bedding Company,70005413,324,yds, $5.69 ," $1,845.84 ",INV0009561,Julia Dibrell,,CT,L8346-047
S2506051,06-04-25,Serta Simmons Bedding Company,700094133,68,yds, $3.50 , $236.95 ,INV0009563,Julia Dibrell,,CT,L8359-035
S2506039,06-04-25,Serta Simmons Bedding Company,50000182,41,yds, $4.99 , $202.59 ,INV0009560,Julia Dibrell,,CT,L8262-063
S2506058,06-04-25,Serta Mattress Co,50000182,102,yds, $4.99 , $510.98 ,INV0009564,Julia Dibrell,,CT,556-002
S2506052,06-04-25,Serta Simmons Bedding Company,70005413,135,yds, $5.69 , $770.43 ,INV0009568,Julia Dibrell,,CT,L8349-050
S2506053,06-04-25,Serta Simmons Bedding Company,50000183,41,yds, $5.48 , $223.58 ,INV0009568,Julia Dibrell,,CT,L8349-050
S2506054,06-04-25,Serta Simmons Bedding Company,50000174,50,yds, $4.07 , $205.13 ,INV0009568,Julia Dibrell,,CT,L8349-050
S2506056,06-04-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.41 ,INV0009568,Julia Dibrell,,CT,L8349-050
S2506046,06-05-25,BROOKLYN BEDDING,CEE4638-1CE,512,yds, $9.50 ," $4,865.90 ",INV0009576,Julia Dibrell,,CT,39091
S2506076,06-05-25,Serta Simmons Bedding Company,70005413,129,yds, $5.69 , $731.16 ,INV0009574,Julia Dibrell,,CT,L8308-149
S2506079,06-05-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.56 ,INV0009574,Julia Dibrell,,CT,L8308-149
S2506078,06-05-25,Serta Simmons Bedding Company,50000182,43,yds, $4.99 , $214.57 ,INV0009574,Julia Dibrell,,CT,L8308-149
S2506080,06-05-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $185.20 ,INV0009574,Julia Dibrell,,CT,L8308-149
S2506060,06-05-25,Serta Simmons Bedding Company,50000174,54,yds, $4.07 , $219.78 ,INV0009556,Julia Dibrell,,CT,L8308-148
S2506061,06-05-25,Serta Simmons Bedding Company,70005413,161,yds, $5.69 , $915.52 ,INV0009556,Julia Dibrell,,CT,L8308-148
S2506067,06-05-25,Serta Simmons Bedding Company,70005413,500,yds, $5.69 ," $2,845.57 ",INV0009565,Julia Dibrell,,CT,L8263-033
S2506065,06-05-25,Serta Simmons Bedding Company,50000174,45,yds, $4.07 , $183.15 ,INV0009565,Julia Dibrell,,CT,L8263-033
S2506070,06-05-25,Serta Simmons Bedding Company,70005413,81,yds, $5.69 , $459.75 ,INV0009573,Julia Dibrell,,CT,L8262-064
S2506020,06-05-25,Serta Simmons Bedding Company,50000183,80,yds, $5.48 , $440.59 ,INV0009556,Julia Dibrell,,CT,L8308-147
S2506066,06-05-25,Serta Simmons Bedding Company,50000175,46,yds, $5.68 , $259.58 ,INV0009565,Julia Dibrell,,CT,L8263-033
S2506024,06-05-25,JEFFCO FIBRES INC,C1B4312-1,2199,yds, $12.25 ," $26,941.43 ",INV0009558,Julia Dibrell,,CT,2034821
S2506022,06-05-25,JEFFCO FIBRES INC,CMR4067-3,1540,yds, $5.80 ," $8,930.26 ",INV0009558,Julia Dibrell,,CT,2034821
S2506023,06-05-25,JEFFCO FIBRES INC,C1B4313-2,511,yds, $12.25 ," $6,258.52 ",INV0009558,Julia Dibrell,,CT,2034821
S2506048,06-05-25,BROOKLYN BEDDING,CEE4317-1FI,514,yds, $8.75 ," $4,500.12 ",INV0009576,Julia Dibrell,,CT,39091
S2506047,06-05-25,BROOKLYN BEDDING,C1B3194-1,517,yds, $3.98 ," $2,055.67 ",INV0009576,Julia Dibrell,,CT,39091
S2506049,06-05-25,BROOKLYN BEDDING,CEE4078-2,707,yds, $10.50 ," $7,422.45 ",INV0009576,Julia Dibrell,,CT,39091
S2506069,06-05-25,Serta Simmons Bedding Company,50000182,40,yds, $4.99 , $199.60 ,INV0009565,Julia Dibrell,,CT,L8263-033
S2506059,06-05-25,Serta Simmons Bedding Company,70005413,107,yds, $5.69 , $607.69 ,INV0009575,Julia Dibrell,,CT,L8462-048
S2506064,06-05-25,Serta Simmons Bedding Company,700094133,75,yds, $3.50 , $263.55 ,INV0009565,Julia Dibrell,,CT,L8263-033
S2506071,06-05-25,SEALY INC,CT2155-1,494,yds, $1.61 , $795.34 ,INV0009559,House,,CT,415-308428-1
S2506062,06-05-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.02 ,INV0009556,Julia Dibrell,,CT,L8308-148
S2506063,06-05-25,Serta Simmons Bedding Company,50000173,43,yds, $3.66 , $157.38 ,INV0009556,Julia Dibrell,,CT,L8308-148
S2506084,06-05-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $260.03 ,INV0009579,Julia Dibrell,,CT,L8263-034
S2506077,06-05-25,Serta Simmons Bedding Company,700094133,71,yds, $3.50 , $247.80 ,INV0009574,Julia Dibrell,,CT,L8308-149
S2506090,06-06-25,Serta Simmons Bedding Company,700094133,78,yds, $3.50 , $274.40 ,INV0009585,Julia Dibrell,,CT,L8346-048
S2506085,06-06-25,Serta Simmons Bedding Company,70005413,176,yds, $5.69 ," $1,002.58 ",INV0009586,Julia Dibrell,,CT,L8309-065
S2505443,06-06-25,Serta Simmons Bedding Company,70005413,46,yds, $5.69 , $260.60 ,INV0009587,Julia Dibrell,,CT,L8359-002
S2506086,06-06-25,Serta Simmons Bedding Company,700094133,68,yds, $3.50 , $236.25 ,INV0009586,Julia Dibrell,,CT,L8309-065
S2506028,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),CEE4694-1,21,yds, $0.00 , $0.00 ,INV0009584,House,,CT,22313
S2505381,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),CEE3837-1,30,yds, $14.25 , $427.50 ,INV0009584,House,,CT,22313
S2506026,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4656-2,9,yds, $0.00 , $0.00 ,INV0009584,House,,CT,22313
S2505382,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),C1B2946-2CZ35,90,yds, $9.16 , $824.40 ,INV0009584,House,,CT,22313
S2506029,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4691-1,10,yds, $0.00 , $0.00 ,INV0009584,House,,CT,22313
S2506027,06-06-25,SALT LAKE MATTRESS AND MFG (Serta),C1B4695-1,16,yds, $0.00 , $0.00 ,INV0009584,House,,CT,22313
S2505424,06-06-25,Upper Midwest Sleep LLC,CEE3065-2CZ35,361,yds, $13.25 ," $4,780.60 ",INV0009583,Julia Dibrell,,CT,25-00112
S2506088,06-06-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.79 ,INV0009586,Julia Dibrell,,CT,L8309-065
S2506107,06-09-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.18 ,INV0009594,Julia Dibrell,,CT,L8348-063
S2506113,06-09-25,Prana Sleep,C1B3987-1,1008,yds, $13.75 ," $13,857.25 ",INV0009591,Julia Dibrell,,CT,232-046
S2506112,06-09-25,Serta Simmons Bedding Company,50000173,50,yds, $3.66 , $184.10 ,INV0009596,Julia Dibrell,,CT,L8314-050
S2506111,06-09-25,Serta Simmons Bedding Company,70005413,80,yds, $5.69 , $457.48 ,INV0009596,Julia Dibrell,,CT,L8314-050
S2506103,06-09-25,Serta Simmons Bedding Company,70005413,170,yds, $5.69 , $966.73 ,INV0009593,Julia Dibrell,,CT,L8308-150
S2506110,06-09-25,Serta Simmons Bedding Company,70005413,73,yds, $5.69 , $415.37 ,INV0009595,Julia Dibrell,,CT,L8262-065
S2506122,06-10-25,JEFFCO FIBRES INC,C1B4313-2,524,yds, $12.25 ," $6,416.55 ",INV0009600,Julia Dibrell,,CT,2034885
S2506145,06-10-25,Serta Simmons Bedding Company,50000173,51,yds, $3.66 , $184.83 ,INV0009605,Julia Dibrell,,CT,L8309-066
S2506129,06-10-25,Serta Simmons Bedding Company,50000176,62,yds, $5.68 , $351.02 ,INV0009602,Julia Dibrell,,CT,L8269-051
S2506131,06-10-25,Serta Simmons Bedding Company,700094134,131,yds, $3.85 , $503.97 ,INV0009602,Julia Dibrell,,CT,L8269-051
S2506127,06-10-25,Serta Simmons Bedding Company,70005413,407,yds, $5.69 ," $2,318.11 ",INV0009602,Julia Dibrell,,CT,L8269-051
S2506142,06-10-25,Serta Simmons Bedding Company,70005413,91,yds, $5.69 , $516.08 ,INV0009605,Julia Dibrell,,CT,L8309-066
S2506144,06-10-25,Serta Simmons Bedding Company,700094134,65,yds, $3.85 , $251.79 ,INV0009605,Julia Dibrell,,CT,L8309-066
S2506140,06-10-25,Serta Simmons Bedding Company,700094134,66,yds, $3.85 , $252.95 ,INV0009604,Julia Dibrell,,CT,L8262-066
S2506123,06-10-25,JEFFCO FIBRES INC,C1B4312-1,1005,yds, $12.25 ," $12,311.25 ",INV0009600,Julia Dibrell,,CT,2034885
S2506125,06-10-25,JEFFCO FIBRES INC,CT22150-1,518,yds, $3.90 ," $2,020.20 ",INV0009601,Julia Dibrell,,CT,2034887
S2506124,06-10-25,JEFFCO FIBRES INC,CT4183-BLR,583,yds, $6.75 ," $3,935.25 ",INV0009601,Julia Dibrell,,CT,2034887
S2506121,06-10-25,JEFFCO FIBRES INC,CMR4067-3,1507,yds, $5.80 ," $8,739.44 ",INV0009600,Julia Dibrell,,CT,2034885
S2505125,06-10-25,Moonlight Slumber,CT2819-1,237,yds, $7.55 ," $1,792.37 ",INV0009598,House,,CT,P12756
